Time,OEQ1962278:1_7,KEQ0195933:1_7
 04.06.21 22:30:00,0,68.753
 04.06.21 23:00:00,0,43.125
 04.06.21 23:30:00,0,22.812
 05.06.21 00:00:00,0,18.333
 05.06.21 00:30:00,0,17.125
 05.06.21 01:00:00,0,17
 05.06.21 01:30:00,0,17
 05.06.21 02:00:00,0,16.551
 05.06.21 02:30:00,0,16
 05.06.21 03:00:00,0,16
 05.06.21 03:30:00,0,16.125
 05.06.21 04:00:00,0,19.9
 05.06.21 04:30:00,0,35.727
 05.06.21 05:00:00,8.47,77.359
 05.06.21 05:30:00,81.307,129.4
 05.06.21 06:00:00,133.117,165.375
 05.06.21 06:30:00,183.914,186.082
 05.06.21 07:00:00,206.723,200.333
 05.06.21 07:30:00,200.48,207.6
 05.06.21 08:00:00,204.035,215.2
 05.06.21 08:30:00,206.052,215.8
 05.06.21 09:00:00,205.455,215
 05.06.21 09:30:00,205.732,215
 05.06.21 10:00:00,206.939,215
 05.06.21 10:30:00,208.566,215.5
 05.06.21 11:00:00,208.902,218.818
 05.06.21 11:30:00,195.192,219.273
 05.06.21 12:00:00,196.587,219.949
 05.06.21 12:30:00,212.429,219
 05.06.21 13:00:00,211.775,217.7
 05.06.21 13:30:00,205.876,216
 05.06.21 14:00:00,203.473,217.5
 05.06.21 14:30:00,207.205,221
 05.06.21 15:00:00,209.147,220.455
 05.06.21 15:30:00,213.668,219.545
 05.06.21 16:00:00,190.514,219
 05.06.21 16:30:00,190.001,211
 05.06.21 17:00:00,104.867,181.9
 05.06.21 17:30:00,80.393,172.714
 05.06.21 18:00:00,79.735,171
 05.06.21 18:30:00,89.322,171.667
 05.06.21 19:00:00,82.876,175.909
 05.06.21 19:30:00,69.194,176.375
 05.06.21 20:00:00,67.876,175.4
 05.06.21 20:30:00,51.689,170.429
 05.06.21 21:00:00,21.028,160.182
 05.06.21 21:30:00,0,139.125
 05.06.21 22:00:00,0,104.417
 05.06.21 22:30:00,0,60.3
 05.06.21 23:00:00,0,24.351
 05.06.21 23:30:00,0,18.75
 06.06.21 00:00:00,0,17.75
 06.06.21 00:30:00,0,17
 06.06.21 01:00:00,0,16.333
 06.06.21 01:30:00,0,16
 06.06.21 02:00:00,0,16
 06.06.21 02:30:00,0,16
 06.06.21 03:00:00,0,16
 06.06.21 03:30:00,0,16.4
 06.06.21 04:00:00,0,17
 06.06.21 04:30:00,0,22.167
 06.06.21 05:00:00,0,49.667
 06.06.21 05:30:00,14.119,106.8
 06.06.21 06:00:00,70.403,149
 06.06.21 06:30:00,102.4,169.167
 06.06.21 07:00:00,123.537,182
 06.06.21 07:30:00,132.445,189.875
 06.06.21 08:00:00,144.17,193.444
 06.06.21 08:30:00,159.373,196.4
 06.06.21 09:00:00,184.08,199.909
 06.06.21 09:30:00,193.155,206
 06.06.21 10:00:00,174.111,205.571
 06.06.21 10:30:00,198.973,203
 06.06.21 11:00:00,201.126,209
 06.06.21 11:30:00,196.241,219.111
 06.06.21 12:00:00,195.973,221
 06.06.21 12:30:00,209.683,221.857
 06.06.21 13:00:00,207.673,223.5
 06.06.21 13:30:00,196.825,222.143
 06.06.21 14:00:00,197.996,220
 06.06.21 14:30:00,214.637,220.5
 06.06.21 15:00:00,201.668,222.6
 06.06.21 15:30:00,208.566,223
 06.06.21 16:00:00,198.623,220.875
 06.06.21 16:30:00,205.974,218
 06.06.21 17:00:00,193.73,218.3
 06.06.21 17:30:00,208.078,219.667
 06.06.21 18:00:00,203.821,221
 06.06.21 18:30:00,204.096,220
 06.06.21 19:00:00,199.036,216.7
 06.06.21 19:30:00,185.395,212.493
 06.06.21 20:00:00,166.427,206
 06.06.21 20:30:00,140.561,201.5
 06.06.21 21:00:00,104.868,189.417
 06.06.21 21:30:00,37.559,165.333
 06.06.21 22:00:00,0,127.744
 06.06.21 22:30:00,0,66.449
 06.06.21 23:00:00,0,28.222
 06.06.21 23:30:00,0,19.6
 07.06.21 00:00:00,0,17.222
 07.06.21 00:30:00,0,16.9
 07.06.21 01:00:00,0,16
 07.06.21 01:30:00,0,16.636
 07.06.21 02:00:00,0,17
 07.06.21 02:30:00,0,17
 07.06.21 03:00:00,0,17
 07.06.21 03:30:00,0,17.1
 07.06.21 04:00:00,0,19
 07.06.21 04:30:00,0,25.9
 07.06.21 05:00:00,0.41,60.818
 07.06.21 05:30:00,45.675,112.455
 07.06.21 06:00:00,109.924,157.835
 07.06.21 06:30:00,137.921,174.571
 07.06.21 07:00:00,154.151,193.111
 07.06.21 07:30:00,173.453,197.5
 07.06.21 08:00:00,201.378,202.778
 07.06.21 08:30:00,208.713,213.5
 07.06.21 09:00:00,211.363,223.5
 07.06.21 09:30:00,208.82,219.8
 07.06.21 10:00:00,217.291,218.714
 07.06.21 10:30:00,202.07,221
 07.06.21 11:00:00,206.728,221
 07.06.21 11:30:00,208.88,220.333
 07.06.21 12:00:00,207.102,219.2
 07.06.21 12:30:00,210.155,219.4
 07.06.21 13:00:00,212.652,221
 07.06.21 13:30:00,209.229,222
 07.06.21 14:00:00,206.94,222.222
 07.06.21 14:30:00,207.527,221.182
 07.06.21 15:00:00,207.211,219
 07.06.21 15:30:00,211.954,220.545
 07.06.21 16:00:00,210.797,223.2
 07.06.21 16:30:00,212.714,223
 07.06.21 17:00:00,212.486,
 07.06.21 17:30:00,212.072,224.7
 07.06.21 18:00:00,211.136,224
 07.06.21 18:30:00,199.354,221.222
 07.06.21 19:00:00,200.947,219.091
 07.06.21 19:30:00,195.827,219.625
 07.06.21 20:00:00,207.264,219
 07.06.21 20:30:00,183.71,224.778
 07.06.21 21:00:00,131.012,210.333
 07.06.21 21:30:00,62.638,181.633
 07.06.21 22:00:00,1.436,144.273
 07.06.21 22:30:00,0,94.556
 07.06.21 23:00:00,0,53.225
 07.06.21 23:30:00,0,24.625
 08.06.21 00:00:00,0,17.455
 08.06.21 00:30:00,0,16.727
 08.06.21 01:00:00,0,16
 08.06.21 01:30:00,0,16
 08.06.21 02:00:00,0,16
 08.06.21 02:30:00,0,16
 08.06.21 03:00:00,0,16
 08.06.21 03:30:00,0,17.1
 08.06.21 04:00:00,0,19.364
 08.06.21 04:30:00,0,32.919
 08.06.21 05:00:00,2.472,75.982
 08.06.21 05:30:00,63.007,121.324
 08.06.21 06:00:00,110.704,162.375
 08.06.21 06:30:00,120.108,183.111
 08.06.21 07:00:00,136.355,188.3
 08.06.21 07:30:00,147.051,193.091
 08.06.21 08:00:00,154.782,196.636
 08.06.21 08:30:00,170.249,200.7
 08.06.21 09:00:00,177.594,202.375
 08.06.21 09:30:00,166.676,197.25
 08.06.21 10:00:00,194.115,198
 08.06.21 10:30:00,205.566,210.5
 08.06.21 11:00:00,200.147,216.545
 08.06.21 11:30:00,211.196,220.909
 08.06.21 12:00:00,210.052,219.286
 08.06.21 12:30:00,210.251,219.571
 08.06.21 13:00:00,204.455,221.75
 08.06.21 13:30:00,202.447,220.444
 08.06.21 14:00:00,202,220
 08.06.21 14:30:00,203.551,220.1
 08.06.21 15:00:00,207.756,221
 08.06.21 15:30:00,212.28,221.714
 08.06.21 16:00:00,213.27,223
 08.06.21 16:30:00,214.745,223.333
 08.06.21 17:00:00,217.161,224.778
 08.06.21 17:30:00,218.565,226.286
 08.06.21 18:00:00,196.064,219.333
 08.06.21 18:30:00,198.713,211
 08.06.21 19:00:00,199.354,217.182
 08.06.21 19:30:00,179.661,212.556
 08.06.21 20:00:00,190.704,209
 08.06.21 20:30:00,149.451,201.909
 08.06.21 21:00:00,121.772,192
 08.06.21 21:30:00,76.418,178.917
 08.06.21 22:00:00,0.495,141.75
 08.06.21 22:30:00,0,99.5
 08.06.21 23:00:00,0,51.571
 08.06.21 23:30:00,0,24.625
 09.06.21 00:00:00,0,18.556
 09.06.21 00:30:00,0,18
 09.06.21 01:00:00,0,18
 09.06.21 01:30:00,0,18
 09.06.21 02:00:00,0,18
 09.06.21 02:30:00,0,17
 09.06.21 03:00:00,0,17
 09.06.21 03:30:00,0,17
 09.06.21 04:00:00,0,18.444
 09.06.21 04:30:00,0,31.6
 09.06.21 05:00:00,0,62.625
 09.06.21 05:30:00,22.44,114.444
 09.06.21 06:00:00,77.35,148.75
 09.06.21 06:30:00,104.519,168.818
 09.06.21 07:00:00,145.505,179.455
 09.06.21 07:30:00,165.719,191.667
 09.06.21 08:00:00,184.564,201.222
 09.06.21 08:30:00,192.871,205.818
 09.06.21 09:00:00,203.028,208.667
 09.06.21 09:30:00,192.575,210
 09.06.21 10:00:00,204.828,210.1
 09.06.21 10:30:00,202.524,214.909
 09.06.21 11:00:00,207.983,221.5
 09.06.21 11:30:00,213.182,222
 09.06.21 12:00:00,210.379,221.455
 09.06.21 12:30:00,211.549,221
 09.06.21 13:00:00,206.452,222.3
 09.06.21 13:30:00,201.79,220.091
 09.06.21 14:00:00,201,219
 09.06.21 14:30:00,201.915,219.273
 09.06.21 15:00:00,205.873,220
 09.06.21 15:30:00,210.324,220.4
 09.06.21 16:00:00,211.464,222
 09.06.21 16:30:00,212,222.222
 09.06.21 17:00:00,212.526,223
 09.06.21 17:30:00,213.46,223.6
 09.06.21 18:00:00,212.76,224.424
 09.06.21 18:30:00,207.858,224.889
 09.06.21 19:00:00,206.279,219.889
 09.06.21 19:30:00,201.012,217.6
 09.06.21 20:00:00,197.526,216.556
 09.06.21 20:30:00,131.665,196
 09.06.21 21:00:00,110.803,191
 09.06.21 21:30:00,57.644,180.069
 09.06.21 22:00:00,0.99,141.455
 09.06.21 22:30:00,0,89.667
 09.06.21 23:00:00,0,46.222
 09.06.21 23:30:00,0,22.143
 10.06.21 00:00:00,0,18.222
 10.06.21 00:30:00,0,17.909
 10.06.21 01:00:00,0,17
 10.06.21 01:30:00,0,16.25
 10.06.21 02:00:00,0,16
 10.06.21 02:30:00,0,16
 10.06.21 03:00:00,0,16.2
 10.06.21 03:30:00,0,17.333
 10.06.21 04:00:00,0,20.364
 10.06.21 04:30:00,0,37.3
 10.06.21 05:00:00,4.869,81
 10.06.21 05:30:00,55.256,132.091
 10.06.21 06:00:00,113.831,161.778
 10.06.21 06:30:00,196.848,181.625
 10.06.21 07:00:00,201.429,200.091
 10.06.21 07:30:00,200.942,213.347
 10.06.21 08:00:00,204.133,218.7
 10.06.21 08:30:00,210.605,221.125
 10.06.21 09:00:00,210.324,224
 10.06.21 09:30:00,201.475,221.222
 10.06.21 10:00:00,209.943,219
 10.06.21 10:30:00,216.101,221.1
 10.06.21 11:00:00,216.754,226.909
 10.06.21 11:30:00,215.466,226.556
 10.06.21 12:00:00,212.803,225.444
 10.06.21 12:30:00,207.756,223.857
 10.06.21 13:00:00,206.312,215.889
 10.06.21 13:30:00,206.036,215.556
 10.06.21 14:00:00,204.964,218
 10.06.21 14:30:00,210.352,218.455
 10.06.21 15:00:00,211.564,221.477
 10.06.21 15:30:00,215.095,224.75
 10.06.21 16:00:00,213.08,223
 10.06.21 16:30:00,216.564,225.571
 10.06.21 17:00:00,217.766,226.2
 10.06.21 17:30:00,208.662,222.9
 10.06.21 18:00:00,207.194,216
 10.06.21 18:30:00,212.377,216.375
 10.06.21 19:00:00,196.053,219.636
 10.06.21 19:30:00,191.697,213.571
 10.06.21 20:00:00,186.407,212
 10.06.21 20:30:00,154.162,202.5
 10.06.21 21:00:00,114.087,191.2
 10.06.21 21:30:00,55.7,176.818
 10.06.21 22:00:00,1.173,141.333
 10.06.21 22:30:00,0,87.556
 10.06.21 23:00:00,0,
 10.06.21 23:30:00,0,25.667
 11.06.21 00:00:00,0,18.3
 11.06.21 00:30:00,0,17.3
 11.06.21 01:00:00,0,17
 11.06.21 01:30:00,0,17
 11.06.21 02:00:00,0,17
 11.06.21 02:30:00,0,17
 11.06.21 03:00:00,0,17
 11.06.21 03:30:00,0,17
 11.06.21 04:00:00,0,19
 11.06.21 04:30:00,0,30.1
 11.06.21 05:00:00,4.44,73.714
 11.06.21 05:30:00,61.575,125.125
 11.06.21 06:00:00,119.589,164.375
 11.06.21 06:30:00,194.566,182.9
 11.06.21 07:00:00,196.706,202.173
 11.06.21 07:30:00,204.699,211
 11.06.21 08:00:00,216.187,217.111
 11.06.21 08:30:00,214.973,224.714
 11.06.21 09:00:00,215.807,226
 11.06.21 09:30:00,216.421,226.875
 11.06.21 10:00:00,216,228
 11.06.21 10:30:00,216,227.636
 11.06.21 11:00:00,215.421,227
 11.06.21 11:30:00,214.782,226.25
 11.06.21 12:00:00,217.345,225
 11.06.21 12:30:00,213.909,220
 11.06.21 13:00:00,198.458,220.455
 11.06.21 13:30:00,199.227,220
 11.06.21 14:00:00,199.06,220.3
 11.06.21 14:30:00,205.391,220.714
 11.06.21 15:00:00,216.269,219
 11.06.21 15:30:00,204.53,219.667
 11.06.21 16:00:00,213.249,220.364
 11.06.21 16:30:00,204.223,221.333
 11.06.21 17:00:00,201.564,220
 11.06.21 17:30:00,204.646,218.636
 11.06.21 18:00:00,201.615,217
 11.06.21 18:30:00,210.971,219.81
 11.06.21 19:00:00,201.578,219
 11.06.21 19:30:00,195.404,218.5
 11.06.21 20:00:00,205.447,220.3
 11.06.21 20:30:00,185.814,217.2
 11.06.21 21:00:00,171.068,209
 11.06.21 21:30:00,84.069,190.7
 11.06.21 22:00:00,3.611,149.875
 11.06.21 22:30:00,0,96
 11.06.21 23:00:00,0,55.594
 11.06.21 23:30:00,0,25.833
 12.06.21 00:00:00,0,18.636
 12.06.21 00:30:00,0,17.3
 12.06.21 01:00:00,0,17
 12.06.21 01:30:00,0,17
 12.06.21 02:00:00,0,17
 12.06.21 02:30:00,0,16
 12.06.21 03:00:00,0,16.417
 12.06.21 03:30:00,0,17
 12.06.21 04:00:00,0,18.889
 12.06.21 04:30:00,0,31.731
 12.06.21 05:00:00,0.477,70.058
 12.06.21 05:30:00,52.589,118.2
 12.06.21 06:00:00,98.893,154.754
 12.06.21 06:30:00,127.966,176.6
 12.06.21 07:00:00,171.129,184.909
 12.06.21 07:30:00,178.48,200.727
 12.06.21 08:00:00,205.846,205.556
 12.06.21 08:30:00,187.072,208
 12.06.21 09:00:00,205.689,208
 12.06.21 09:30:00,197.381,213.5
 12.06.21 10:00:00,201.796,219.146
 12.06.21 10:30:00,180.214,204.893
 12.06.21 11:00:00,208.145,195
 12.06.21 11:30:00,190.116,200.625
 12.06.21 12:00:00,135.399,190.444
 12.06.21 12:30:00,162.158,187
 12.06.21 13:00:00,196.718,198.1
 12.06.21 13:30:00,208.423,210.875
 12.06.21 14:00:00,198.643,220.333
 12.06.21 14:30:00,198.723,217.636
 12.06.21 15:00:00,164.353,187.222
 12.06.21 15:30:00,190.988,185.75
 12.06.21 16:00:00,195.052,207.375
 12.06.21 16:30:00,206.18,209.5
 12.06.21 17:00:00,212.875,217.889
 12.06.21 17:30:00,207.997,217.8
 12.06.21 18:00:00,213.132,217
 12.06.21 18:30:00,213.644,219.333
 12.06.21 19:00:00,211.676,225.429
 12.06.21 19:30:00,209.954,226.1
 12.06.21 20:00:00,183.106,216.273
 12.06.21 20:30:00,174.482,204
 12.06.21 21:00:00,148.129,200.507
 12.06.21 21:30:00,81.479,184.7
 12.06.21 22:00:00,8.662,161.222
 12.06.21 22:30:00,0,119.081
 12.06.21 23:00:00,0,73.324
 12.06.21 23:30:00,0,39
 13.06.21 00:00:00,0,21.222
 13.06.21 00:30:00,0,17.4
 13.06.21 01:00:00,0,16.286
 13.06.21 01:30:00,0,16
 13.06.21 02:00:00,0,16
 13.06.21 02:30:00,0,16
 13.06.21 03:00:00,0,16.2
 13.06.21 03:30:00,0,17.727
 13.06.21 04:00:00,0,25.333
 13.06.21 04:30:00,0,44.915
 13.06.21 05:00:00,21.901,87.5
 13.06.21 05:30:00,99.453,137.875
 13.06.21 06:00:00,193.987,174.375
 13.06.21 06:30:00,143.249,188.545
 13.06.21 07:00:00,158.596,190
 13.06.21 07:30:00,207.936,196.6
 13.06.21 08:00:00,181.741,204.714
 13.06.21 08:30:00,194.444,205
 13.06.21 09:00:00,197.177,208.9
 13.06.21 09:30:00,198.478,211
 13.06.21 10:00:00,202.108,211.818
 13.06.21 10:30:00,193.696,216.6
 13.06.21 11:00:00,201.135,221.574
 13.06.21 11:30:00,200.193,223.143
 13.06.21 12:00:00,204.194,222.5
 13.06.21 12:30:00,202.254,221.286
 13.06.21 13:00:00,197.356,219.545
 13.06.21 13:30:00,203.064,219
 13.06.21 14:00:00,197.213,219.95
 13.06.21 14:30:00,201.757,219
 13.06.21 15:00:00,204.162,220
 13.06.21 15:30:00,207.711,220
 13.06.21 16:00:00,207.061,218.545
 13.06.21 16:30:00,211.831,218
 13.06.21 17:00:00,211.618,217.6
 13.06.21 17:30:00,216.857,216
 13.06.21 18:00:00,214.866,219
 13.06.21 18:30:00,213.525,217
 13.06.21 19:00:00,212.325,219.545
 13.06.21 19:30:00,204.136,222.556
 13.06.21 20:00:00,200.66,217
 13.06.21 20:30:00,197.05,228.636
 13.06.21 21:00:00,184.043,233
 13.06.21 21:30:00,,
